timestamp,x,y,z
457377,-0.1459674,1.0026284,9.923389
,-0.12682413,0.92605543,9.889889
,-0.05025107,0.8566611,9.8922825
,0.035893623,0.87580436,9.875532
457457,-0.1196454,1.0193789,9.834852
,-0.19143265,0.96194905,9.868353
,-0.15314612,0.90451926,10.057393
,-0.019143265,0.77290934,10.0430355
457536,-0.24168372,0.93084127,9.973641
,0.05025107,0.6867646,10.086107
,0.07657306,0.89734054,9.918604
,-0.055036888,1.067237,9.521381
457615,-0.16511066,1.2036327,9.818102
,-0.33740005,1.2993491,9.777423
,-0.069394335,1.2299547,9.609919
,0.21057591,0.92605543,9.655384
457695,0.1459674,0.7992313,9.894675
,-0.13160995,0.8925547,10.062179
,-0.30389932,0.94280577,10.222504
,-0.10289505,0.93562704,9.944926
457774,-0.0598227,1.0696299,9.736743
,-0.28236315,1.0050215,9.722385
,-0.36372203,1.0169859,9.99757
,-0.21057591,0.93084127,10.217717
457853,-0.016750356,0.75855184,10.031071
,0.24886245,0.8518753,9.73435
,0.21057591,1.0050215,9.6912775
,-0.019143265,1.1103094,9.897068
457932,-0.26082698,1.0887731,9.964069
,-0.36372203,0.9284483,9.949712
,-0.2656128,0.99066395,9.966462
,-0.1172525,0.98109233,9.983212
458012,-0.014357449,0.93562704,9.851603
,-0.08614469,0.9763065,9.772636
,-0.110073775,1.0361292,9.918604
,-0.17228939,1.0648441,9.901854
458091,-0.14118157,1.0026284,9.858782
,0.040679436,0.93802,9.806137
,0.0,1.0887731,9.877925
,-0.16511066,1.0433079,9.930569
458170,-0.16511066,0.93802,9.961677
,-0.27039862,1.1103094,9.765458
,-0.45704544,0.94280577,9.815709
,-0.34697166,0.859054,10.232075
458250,-0.37807947,0.8614469,10.342149
,-0.2368979,0.9691278,9.95689
,-0.14357449,1.2036327,9.490273
,-0.071787246,1.0863802,9.459166
458329,-0.3613291,0.9093051,9.698457
,-0.81358874,0.8279462,10.114822
,-0.34457877,0.9164838,10.179431
,0.07657306,0.9404129,9.959284
458409,-0.25604117,0.84230363,9.777423
,-0.42593765,1.0169859,9.638634
,-0.22254045,0.9547703,9.916211
,-0.57669085,0.72983694,10.0837145
458488,-0.5910483,0.84948236,10.074143
,-0.35415038,0.9404129,9.880318
,-0.37807947,0.8279462,9.84921
,-0.45943835,0.81358874,9.842031
458567,-0.61497736,0.81358874,9.911426
,-0.47618872,0.93802,10.031071
,-0.36372203,1.0504867,10.01432
,-0.1483603,0.7992313,9.674527
458646,-2.1512244,0.46422416,9.416093
,-2.5221252,0.9571632,9.928176
,-3.2519622,1.1031306,9.820495
,-3.5247536,1.1605604,9.432844
458726,-3.0820656,1.222776,8.939904
,-3.201711,1.328064,9.0978365
,-3.48886,1.1318455,9.440022
,-3.7137933,1.0002356,9.392164
458805,-4.1540885,1.2132044,9.15048
,-4.398165,1.277813,8.915976
,-4.225876,1.4094229,8.760436
,-4.3838077,1.4189945,8.801116
