timestamp,x,y,z
837095,-0.2919348,0.8446966,10.01432
,-0.31586388,0.87819725,9.789387
,-0.13878867,0.50968945,10.026285
,-0.071787246,0.67001426,9.84921
837174,0.026321989,0.5264398,9.964069
,0.011964541,0.60540575,9.794173
,-0.009571632,0.62454903,9.605133
,-0.47618872,0.7896597,10.01432
837253,-0.48815325,0.6197632,10.306255
,-0.27518442,0.7992313,9.784601
,-0.17707519,0.83033913,9.837245
,0.08375178,0.49533197,9.913818
837333,0.09332342,0.30868515,9.947319
,-0.14118157,0.33740005,10.105251
,0.019143265,0.45943835,9.715207
,-0.5695121,0.45943835,9.4137
837412,-0.52165395,0.72983694,9.944926
,-0.598227,0.7202653,10.076536
,-0.5623334,0.8518753,10.050214
,-0.208183,0.62454903,10.047821
837492,0.19143265,0.42115182,9.667349
,0.10050214,0.033500712,9.863567
,-0.16511066,0.36611494,9.842031
,-0.35893622,0.57429796,9.729565
837571,-0.28236315,0.63412064,9.923389
,-0.033500712,0.43790218,9.84921
,-0.09332342,0.46661708,9.830067
,-0.16271774,0.45943835,9.95689
837650,-0.23211208,0.48097453,9.944926
,-0.26082698,0.75376606,9.7415285
,-0.20100428,0.45225963,10.1435375
,0.0,0.22493336,9.920997
837729,0.24407662,-0.014357449,9.581204
,-0.105287954,0.30868515,9.923389
,-0.19861138,0.46901,9.597955
,-0.47618872,0.43072346,10.287112
837809,-0.5025107,0.43550926,9.978427
,-0.31347096,0.50968945,9.8922825
,-0.25364825,0.45465255,9.779816
,-0.09332342,0.33022133,9.777423
837888,-0.8829831,0.24646953,11.241882
,-0.5527618,0.14357449,10.430686
,-0.54079723,-0.03828653,10.160288
,-0.50968945,0.4091873,9.56206
837967,-0.68915755,-0.023929082,10.181824
,-0.5647263,-0.16750357,10.174645
,-0.21775463,-0.84230363,9.667349
,-0.17707519,-0.3326142,9.557275
838046,0.107680865,-0.24646953,9.310805
,0.0071787243,-0.64129937,9.56924
,0.17707519,-0.9284483,9.743921
,0.27279153,-1.7516087,9.885103
838126,0.4785816,-1.9454343,9.674527
,0.2632199,-2.031579,9.542917
